CID,IUPAC name,InChI,temp,group,pKa
C25167800,2-chlorophenol,"InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",24,H13,8.4
C14476778,isoquinolin-8-ol,"InChI=1S/C9H7NO/c11-9-3-1-2-7-4-5-10-6-8(7)9/h1-6,11H",20,H18,8.4
C6741851,6-(furan-2-ylmethylsulfanyl)-7H-purine,"InChI=1S/C10H8N4OS/c1-2-7(15-3-1)4-16-10-8-9(12-5-11-8)13-6-14-10/h1-3,5-6H,4H2,(H,11,12,13,14)",16,H19,8.42
C3846739,4-methylquinolin-8-ol,"InChI=1S/C10H9NO/c1-7-5-6-11-10-8(7)3-2-4-9(10)12/h2-6,12H,1H3",20,H21,8.44
C58328362,N-(diethylcarbamothioyl)benzamide,"InChI=1S/C12H16N2OS/c1-3-14(4-2)12(16)13-11(15)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3,(H,13,15,16)",25,H27,8.45
C2439045,isoquinolin-5-ol,"InChI=1S/C9H7NO/c11-9-3-1-2-7-6-10-5-4-8(7)9/h1-6,11H",20,H18,8.45
C520536,3-[2-(dimethylamino)ethyl]-1H-indol-4-ol,"InChI=1S/C12H16N2O/c1-14(2)7-6-9-8-13-10-4-3-5-11(15)12(9)10/h3-5,8,13,15H,6-7H2,1-2H3",30,H31,8.47
C13587570,N-(3-methylphenyl)benzenesulfonamide,"InChI=1S/C13H13NO2S/c1-11-6-5-7-12(10-11)14-17(15,16)13-8-3-2-4-9-13/h2-10,14H,1H3",25,H18,8.48
C38397067,6-nitronaphthalen-1-ol,"InChI=1S/C10H7NO3/c12-10-3-1-2-7-6-8(11(13)14)4-5-9(7)10/h1-6,12H",25,H21,8.49
C120236842,"2-(2-methoxy-4-methylsulfinylphenyl)-1H-imidazo[4,5-d]pyridazine","InChI=1S/C13H12N4O2S/c1-19-12-5-8(20(2)18)3-4-9(12)13-16-10-6-14-15-7-11(10)17-13/h3-7H,1-2H3,(H,16,17)",25,H21,8.49
C3697130,"1,7-phenanthrolin-6-ol","InChI=1S/C12H8N2O/c15-10-7-8-3-1-5-13-11(8)9-4-2-6-14-12(9)10/h1-7,15H",20,H23,8.5
C1613850,"N-hydroxy-N,4-dimethylbenzamide","InChI=1S/C9H11NO2/c1-7-3-5-8(6-4-7)9(11)10(2)12/h3-6,12H,1-2H3",25,H23,8.5
C144832,4-amino-N-pyridin-2-ylbenzenesulfonamide,"InChI=1S/C11H11N3O2S/c12-9-4-6-10(7-5-9)17(15,16)14-11-3-1-2-8-13-11/h1-8H,12H2,(H,13,14)",20,H18,8.51
C67132358,(2-nitrophenyl)boronic acid,"InChI=1S/C6H6BNO4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4,9-10H",25,H18,8.52
C578676,quinolin-5-ol,"InChI=1S/C9H7NO/c11-9-5-1-4-8-7(9)3-2-6-10-8/h1-6,11H",20,H18,8.54
C3774525,(4-hydroxyphenyl) thiocyanate,"InChI=1S/C7H5NOS/c8-5-10-7-3-1-6(9)2-4-7/h1-4,9H",25,H15,8.57
C139266049,2H-isoquinoline-3-thione,"InChI=1S/C9H7NS/c11-9-5-7-3-1-2-4-8(7)6-10-9/h1-6H,(H,10,11)",20,H16,8.58
C31888729,N-hydroxypyridine-2-carboxamide,"InChI=1S/C6H6N2O2/c9-6(8-10)5-3-1-2-4-7-5/h1-4,10H,(H,8,9)",20,H16,8.6
C65452,2-hydroxybenzamide,"InChI=1S/C7H7NO2/c8-7(10)5-3-1-2-4-6(5)9/h1-4,9H,(H2,8,10)",17,H17,8.61
C17332115,2-bromo-4-methoxyphenol,"InChI=1S/C7H7BrO2/c1-10-5-2-3-7(9)6(8)4-5/h2-4,9H,1H3",29,H17,8.62
C5842068,2-(dipropylamino)ethanethiol,"InChI=1S/C8H19NS/c1-3-5-9(6-4-2)7-8-10/h10H,3-8H2,1-2H3",17,H29,8.62
C364987,"7-chloro-3-methyl-4H-1lambda6,2,4-benzothiadiazine 1,1-dioxide","InChI=1S/C8H7ClN2O2S/c1-5-10-7-3-2-6(9)4-8(7)14(12,13)11-5/h2-4H,1H3,(H,10,11)",25,H15,8.62
C6325935,4-nitrobenzenesulfonamide,"InChI=1S/C6H6N2O4S/c7-13(11,12)6-3-1-5(2-4-6)8(9)10/h1-4H,(H2,7,11,12)",25,H19,8.63
C873621,3-hydroxybenzonitrile,"InChI=1S/C7H5NO/c8-5-6-2-1-3-7(9)4-6/h1-4,9H",25,H14,8.63
C611596,"1,7-dimethyl-3H-purine-2,6-dione","InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)11(2)7(13)9-5/h3H,1-2H3,(H,9,13)",18,H14,8.65
C7557020,quinazolin-8-ol,"InChI=1S/C8H6N2O/c11-7-3-1-2-6-4-9-5-10-8(6)7/h1-5,11H",20,H17,8.65
C27099021,2-benzylsulfonyl-1H-imidazole,"InChI=1S/C10H10N2O2S/c13-15(14,10-11-6-7-12-10)8-9-4-2-1-3-5-9/h1-7H,8H2,(H,11,12)",23,H20,8.67
C15174024,4-methoxy-3-nitrophenol,"InChI=1S/C7H7NO4/c1-12-7-3-2-5(9)4-6(7)8(10)11/h2-4,9H,1H3",20,H19,8.68
C33364920,isoquinolin-4-ol,"InChI=1S/C9H7NO/c11-9-6-10-5-7-3-1-2-4-8(7)9/h1-6,11H",20,H18,8.68
C33951438,4-hydroxy-4-phenylbut-3-en-2-one,"InChI=1S/C10H10O2/c1-8(11)7-10(12)9-5-3-2-4-6-9/h2-7,12H,1H3",24,H22,8.69
C29921504,8-chloronaphthalen-2-ol,"InChI=1S/C10H7ClO/c11-10-3-1-2-7-4-5-8(12)6-9(7)10/h1-6,12H",20,H19,8.69
C15998933,"5,5-dimethyl-2-sulfanylideneimidazolidin-4-one","InChI=1S/C5H8N2OS/c1-5(2)3(8)6-4(9)7-5/h1-2H3,(H2,6,7,8,9)",18,H17,8.71
C195449208,"4-benzyl-2-phenyl-1,3-oxazol-5-ol","InChI=1S/C16H13NO2/c18-16-14(11-12-7-3-1-4-8-12)17-15(19-16)13-9-5-2-6-10-13/h1-10,18H,11H2",25,H32,8.72
C50668,6-methylsulfanyl-7H-purine,"InChI=1S/C6H6N4S/c1-11-6-4-5(8-2-7-4)9-3-10-6/h2-3H,1H3,(H,7,8,9,10)",20,H12,8.74
C94542,2-[2-(dimethylamino)ethyl]phenol,"InChI=1S/C10H15NO/c1-11(2)8-7-9-5-3-4-6-10(9)12/h3-6,12H,7-8H2,1-2H3",25,H27,8.75
C15105621,3-methylsulfinylphenol,"InChI=1S/C7H8O2S/c1-10(9)7-4-2-3-6(8)5-7/h2-5,8H,1H3",25,H18,8.75
C99512706,4-methylquinazolin-8-ol,"InChI=1S/C9H8N2O/c1-6-7-3-2-4-8(12)9(7)11-5-10-6/h2-5,12H,1H3",20,H20,8.75
C4312872,N-hydroxyformamide,"InChI=1S/CH3NO2/c3-1-2-4/h1,4H,(H,2,3)",25,H7,8.77
C99585747,phenanthridin-3-ol,"InChI=1S/C13H9NO/c15-10-5-6-12-11-4-2-1-3-9(11)8-14-13(12)7-10/h1-8,15H",20,H24,8.79
C72323478,"2-sulfanylidene-1,3-diazaspiro[4.5]decan-4-one","InChI=1S/C8H12N2OS/c11-6-8(10-7(12)9-6)4-2-1-3-5-8/h1-5H2,(H2,9,10,11,12)",18,H24,8.79
C7236579,1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-4-sulfanylidenepyrimidin-2-one,"InChI=1S/C10H14N2O4S/c1-5-3-12(10(15)11-9(5)17)8-2-6(14)7(4-13)16-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,17)",,H27,8.8
C2667289,"4-(4-hydroxy-2-methyl-5-propan-2-ylphenyl)iminocyclohexa-2,5-dien-1-one","InChI=1S/C16H17NO2/c1-10(2)14-9-15(11(3)8-16(14)19)17-12-4-6-13(18)7-5-12/h4-10,18H,1-3H3",30,H32,8.8
C17405219,7H-purine-6-carbaldehyde,"InChI=1S/C6H4N4O/c11-1-4-5-6(9-2-7-4)10-3-8-5/h1-3H,(H,7,8,9,10)",,H12,8.8
C603623,"4-nitroisoindole-1,3-dione","InChI=1S/C8H4N2O4/c11-7-4-2-1-3-5(10(13)14)6(4)8(12)9-7/h1-3H,(H,9,11,12)",25,H16,8.8
C82322438,7-nitronaphthalen-2-ol,"InChI=1S/C10H7NO3/c12-10-4-2-7-1-3-9(11(13)14)5-8(7)6-10/h1-6,12H",25,H21,8.81
C22817170,acridin-2-ol,"InChI=1S/C13H9NO/c15-11-5-6-13-10(8-11)7-9-3-1-2-4-12(9)14-13/h1-8,15H",20,H24,8.81
C30418598,(3-aminophenyl)boronic acid,"InChI=1S/C6H8BNO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4,9-10H,8H2",25,H18,8.81
C100060079,4-propylquinazolin-8-ol,"InChI=1S/C11H12N2O/c1-2-4-9-8-5-3-6-10(14)11(8)13-7-12-9/h3,5-7,14H,2,4H2,1H3",20,H26,8.82
C580165,quinolin-6-ol,"InChI=1S/C9H7NO/c11-8-3-4-9-7(6-8)2-1-5-10-9/h1-6,11H",20,H18,8.82
C3118681,3-cyanobenzenesulfonamide,"InChI=1S/C7H6N2O2S/c8-5-6-2-1-3-7(4-6)12(9,10)11/h1-4H,(H2,9,10,11)",25,H18,8.84
C35244112,2-(2-hydroxyphenyl)chromen-4-one,"InChI=1S/C15H10O3/c16-12-7-3-1-5-10(12)15-9-13(17)11-6-2-4-8-14(11)18-15/h1-9,16H",23,H28,8.85
C580201,quinolin-7-ol,"InChI=1S/C9H7NO/c11-8-4-3-7-2-1-5-10-9(7)6-8/h1-6,11H",20,H18,8.85
C100834,3-hydroxybenzaldehyde,"InChI=1S/C7H6O2/c8-5-6-2-1-3-7(9)4-6/h1-5,9H",25,H15,8.86
C7471263,N-(4-methoxyphenyl)benzenesulfonamide,"InChI=1S/C13H13NO3S/c1-17-12-9-7-11(8-10-12)14-18(15,16)13-5-3-2-4-6-13/h2-10,14H,1H3",23,H19,8.88
C92615060,(1-methylimidazol-2-yl)methanethiol,"InChI=1S/C5H8N2S/c1-7-3-2-6-5(7)4-8/h2-3,8H,4H2,1H3",25,H16,8.88
C60760045,3-[(dimethylamino)methyl]phenol,"InChI=1S/C9H13NO/c1-10(2)7-8-4-3-5-9(11)6-8/h3-6,11H,7H2,1-2H3",25,H24,8.88
C14476745,isoquinolin-7-ol,"InChI=1S/C9H7NO/c11-9-2-1-7-3-4-10-6-8(7)5-9/h1-6,11H",20,H18,8.88
C127775,4-amino-N-phenylbenzenesulfonamide,"InChI=1S/C12H12N2O2S/c13-10-6-8-12(9-7-10)17(15,16)14-11-4-2-1-3-5-11/h1-9,14H,13H2",20,H18,8.89
C1173018820,3-hydroxy-4-methoxybenzaldehyde,"InChI=1S/C8H8O3/c1-11-8-3-2-6(5-9)4-7(8)10/h2-5,10H,1H3",25,H19,8.89
C28898886,"N-(5-phenyl-1,3,4-thiadiazol-2-yl)acetamide","InChI=1S/C10H9N3OS/c1-7(14)11-10-13-12-9(15-10)8-5-3-2-4-6-8/h2-6H,1H3,(H,11,13,14)",,H21,8.9
C136856,5-methyl-2H-benzotriazole,"InChI=1S/C7H7N3/c1-5-2-3-6-7(4-5)9-10-8-6/h2-4H,1H3,(H,8,9,10)",,H17,8.9
C2318823,N-hydroxy-4-methylbenzamide,"InChI=1S/C8H9NO2/c1-6-2-4-7(5-3-6)8(10)9-11/h2-5,11H,1H3,(H,9,10)",25,H20,8.9
C31791976,N-hydroxy-2-methoxybenzamide,"InChI=1S/C8H9NO3/c1-12-7-5-3-2-4-6(7)8(10)9-11/h2-5,11H,1H3,(H,9,10)",25,H21,8.9
C968296,N-(4-nitrophenyl)-3-oxo-3-phenylpropanamide,"InChI=1S/C15H12N2O4/c18-14(11-4-2-1-3-5-11)10-15(19)16-12-6-8-13(9-7-12)17(20)21/h1-9H,10H2,(H,16,19)",30,H23,8.91
C33512515,2-methylsulfanyl-7H-purine,"InChI=1S/C6H6N4S/c1-11-6-7-2-4-5(10-6)9-3-8-4/h2-3H,1H3,(H,7,8,9,10)",20,H12,8.91
C51953038,7H-purine,"InChI=1S/C5H4N4/c1-4-5(8-2-6-1)9-3-7-4/h1-3H,(H,6,7,8,9)",20,H10,8.92
C50365372,"5,6-dinitro-1H-benzimidazole","InChI=1S/C7H4N4O4/c12-10(13)6-1-4-5(9-3-8-4)2-7(6)11(14)15/h1-3H,(H,8,9)",25,H18,8.92
C120236853,"2-(2-methoxy-4-methylsulfinylphenyl)-1H-imidazo[4,5-b]pyrazine","InChI=1S/C13H12N4O2S/c1-19-10-7-8(20(2)18)3-4-9(10)11-16-12-13(17-11)15-6-5-14-12/h3-7H,1-2H3,(H,14,15,16,17)",25,H22,8.94
C23815283,"3,4-dichlorobenzenesulfonamide","InChI=1S/C6H5Cl2NO2S/c7-5-2-1-4(3-6(5)8)12(9,10)11/h1-3H,(H2,9,10,11)",25,H17,8.94
C25231123,3-chlorophenol,"InChI=1S/C6H5ClO/c7-5-2-1-3-6(8)4-5/h1-4,8H",25,H13,8.96
C672582,3-(trifluoromethyl)benzenesulfonamide,"InChI=1S/C7H6F3NO2S/c8-7(9,10)5-2-1-3-6(4-5)14(11,12)13/h1-4H,(H2,11,12,13)",25,H20,8.98
C1719217,"2,4,6-trimethyl-3-nitrophenol","InChI=1S/C9H11NO3/c1-5-4-6(2)9(11)7(3)8(5)10(12)13/h4,11H,1-3H3",25,H24,8.98
C591208,3-bromophenol,"InChI=1S/C6H5BrO/c7-5-2-1-3-6(8)4-5/h1-4,8H",25,H13,8.99
C90037197,1-ethyl-3-hydroxypyridin-2-one,"InChI=1S/C7H9NO2/c1-2-8-5-3-4-6(9)7(8)10/h3-5,9H,2H2,1H3",22.5,H19,8.99
C13020570,(3-hydroxyphenyl)-phenylmethanone,"InChI=1S/C13H10O2/c14-12-8-4-7-11(9-12)13(15)10-5-2-1-3-6-10/h1-9,14H",,H25,9.0
C3916447,4-(4-nitrophenyl)phenol,"InChI=1S/C12H9NO3/c14-12-7-3-10(4-8-12)9-1-5-11(6-2-9)13(15)16/h1-8,14H",22,H25,9.01
C6633405,7-nitro-9H-fluoren-2-ol,"InChI=1S/C13H9NO3/c15-11-2-4-13-9(7-11)5-8-6-10(14(16)17)1-3-12(8)13/h1-4,6-7,15H,5H2",22,H26,9.01
C5466911,N-(4-aminophenyl)benzenesulfonamide,"InChI=1S/C12H12N2O2S/c13-10-6-8-11(9-7-10)14-17(15,16)12-4-2-1-3-5-12/h1-9,14H,13H2",20,H18,9.05
C3156443,3-(2-nitroethenyl)phenol,"InChI=1S/C8H7NO3/c10-8-3-1-2-7(6-8)4-5-9(11)12/h1-6,10H",25,H19,9.05
C7781988,ethyl 3-hydroxybenzoate,"InChI=1S/C9H10O3/c1-2-12-9(11)7-4-3-5-8(10)6-7/h3-6,10H,2H2,1H3",25,H22,9.05
C1794907,"2-nitropropane-1,3-diol","InChI=1S/C3H7NO4/c5-1-3(2-6)4(7)8/h3,5-6H,1-2H2",25,H9,9.07
C40492931,7-chloronaphthalen-2-ol,"InChI=1S/C10H7ClO/c11-9-3-1-7-2-4-10(12)6-8(7)5-9/h1-6,12H",25,H19,9.09
C17332126,3-bromo-4-methoxyphenol,"InChI=1S/C7H7BrO2/c1-10-7-3-2-5(9)4-6(7)8/h2-4,9H,1H3",29,H17,9.09
C1009172,N-(2-aminoethyl)benzamide,"InChI=1S/C9H12N2O/c10-6-7-11-9(12)8-4-2-1-3-5-8/h1-5H,6-7,10H2,(H,11,12)",25,H17,9.13
C2373311,6-hydroxy-4-methylchromen-2-one,"InChI=1S/C10H8O3/c1-6-4-10(12)13-9-3-2-7(11)5-8(6)9/h2-5,11H,1H3",25,H21,9.14
C10493988,2-hydroxycyclopent-2-en-1-one,"InChI=1S/C5H6O2/c6-4-2-1-3-5(4)7/h2,6H,1,3H2",20,H13,9.14
C14476767,isoquinolin-6-ol,"InChI=1S/C9H7NO/c11-9-2-1-8-6-10-4-3-7(8)5-9/h1-6,11H",20,H18,9.15
C1074891,6-methoxy-7H-purine,"InChI=1S/C6H6N4O/c1-11-6-4-5(8-2-7-4)9-3-10-6/h2-3H,1H3,(H,7,8,9,10)",20,H12,9.16
C77714,"5,5-dimethylimidazolidine-2,4-dione","InChI=1S/C5H8N2O2/c1-5(2)3(8)6-4(9)7-5/h1-2H3,(H2,6,7,8,9)",23.7,H17,9.19
C121528,3-nitrobenzenesulfonamide,"InChI=1S/C6H6N2O4S/c7-13(11,12)6-3-1-2-5(4-6)8(9)10/h1-4H,(H2,7,11,12)",20,H19,9.19
C7477512,"N-[(4-aminophenyl)-methoxyphosphoryl]-1,3-thiazol-2-amine","InChI=1S/C10H12N3O2PS/c1-15-16(14,13-10-12-6-7-17-10)9-4-2-8(11)3-5-9/h2-7H,11H2,1H3,(H,12,13,14)",,H18,9.2
C15231911,6-bromonaphthalen-2-ol,"InChI=1S/C10H7BrO/c11-9-3-1-8-6-10(12)4-2-7(8)5-9/h1-6,12H",25,H19,9.2
C2004037,6-methyl-7H-purine,"InChI=1S/C6H6N4/c1-4-5-6(9-2-7-4)10-3-8-5/h2-3H,1H3,(H,7,8,9,10)",20,H16,9.21
C13599843,"1,3-benzothiazol-6-ol","InChI=1S/C7H5NOS/c9-5-1-2-6-7(3-5)10-4-8-6/h1-4,9H",20,H15,9.21
C5570183,(2-aminophenyl)boronic acid,"InChI=1S/C6H8BNO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4,9-10H,8H2",25,H18,9.23
C69384630,3-[2-(dimethylamino)ethyl]phenol,"InChI=1S/C10H15NO/c1-11(2)7-6-9-4-3-5-10(12)8-9/h3-5,8,12H,6-7H2,1-2H3",25,H27,9.24
C127367980,"3-bromo-N-(3,4-dichlorophenyl)benzenecarbothioamide","InChI=1S/C13H8BrCl2NS/c14-9-3-1-2-8(6-9)13(18)17-10-4-5-11(15)12(16)7-10/h1-7H,(H,17,18)",,H19,9.26
C767237003,"1-methyl-5H-pyrazolo[3,4-d]pyrimidin-4-one","InChI=1S/C6H6N4O/c1-10-5-4(2-9-10)6(11)8-3-7-5/h2-3H,1H3,(H,7,8,11)",20,H16,9.26
C4680517,"5,7-dimethyl-1H-pyrazolo[3,4-d]pyrimidine-4,6-dione","InChI=1S/C7H8N4O2/c1-10-5-4(3-8-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",20,H14,9.26
C605878,phenanthren-3-ol,"InChI=1S/C14H10O/c15-12-8-7-11-6-5-10-3-1-2-4-13(10)14(11)9-12/h1-9,15H",20,H25,9.28
C488175,"3-methylbenzene-1,2-diol","InChI=1S/C7H8O2/c1-5-3-2-4-6(8)7(5)9/h2-4,8-9H,1H3",25,H16,9.28
C934009,"3-methoxybenzene-1,2-diol","InChI=1S/C7H8O3/c1-10-6-4-2-3-5(8)7(6)9/h2-4,8-9H,1H3",25,H17,9.28
C106412,4-bromophenol,"InChI=1S/C6H5BrO/c7-5-1-3-6(8)4-2-5/h1-4,8H",25,H13,9.29
C106489,4-chlorophenol,"InChI=1S/C6H5ClO/c7-5-1-3-6(8)4-2-5/h1-4,8H",24,H13,9.29
C117997,(2-hydroxyphenyl)-phenylmethanone,"InChI=1S/C13H10O2/c14-12-9-5-4-8-11(12)13(15)10-6-2-1-3-7-10/h1-9,14H",,H25,9.3
C20947391,"quinoline-5,8-diol","InChI=1S/C9H7NO2/c11-7-3-4-8(12)9-6(7)2-1-5-10-9/h1-5,11-12H",,H19,9.3
C40604497,6-chloronaphthalen-2-ol,"InChI=1S/C10H7ClO/c11-9-3-1-8-6-10(12)4-2-7(8)5-9/h1-6,12H",25,H19,9.31
C5720070,(4-methoxyphenyl)boronic acid,"InChI=1S/C7H9BO3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5,9-10H,1H3",25,H20,9.32
C402460,4-fluorobenzenesulfonamide,"InChI=1S/C6H6FNO2S/c7-5-1-3-6(4-2-5)11(8,9)10/h1-4H,(H2,8,9,10)",25,H17,9.34
C9001052,ethyl 4-hydroxybenzoate,"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3",25,H22,9.34
C5417630,3-aminonaphthalen-2-ol,"InChI=1S/C10H9NO/c11-9-5-7-3-1-2-4-8(7)6-10(9)12/h1-6,12H,11H2",24,H21,9.35
C1935152489,1H-indazol-6-ol,"InChI=1S/C7H6N2O/c10-6-2-1-5-4-8-9-7(5)3-6/h1-4,10H,(H,8,9)",25,H16,9.35
C934338,8-methyl-7H-purine,"InChI=1S/C6H6N4/c1-4-9-5-2-7-3-8-6(5)10-4/h2-3H,1H3,(H,7,8,9,10)",20,H11,9.37
C291279533,"1,5-dihydropyrazolo[3,4-d]pyrimidin-4-one","InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)",20,H13,9.38
C621421,N-(3-hydroxyphenyl)acetamide,"InChI=1S/C8H9NO2/c1-6(10)9-7-3-2-4-8(11)5-7/h2-5,11H,1H3,(H,9,10)",25,H20,9.38
C58734579,3-methoxybenzenesulfonamide,"InChI=1S/C7H9NO3S/c1-11-6-3-2-4-7(5-6)12(8,9)10/h2-5H,1H3,(H2,8,9,10)",25,H18,9.39
C625489,2-nitroethanol,"InChI=1S/C2H5NO3/c4-2-1-3(5)6/h4H,1-2H2",25,H8,9.4
C19393874,8-methylnaphthalen-2-ol,"InChI=1S/C11H10O/c1-8-3-2-4-9-5-6-10(12)7-11(8)9/h2-7,12H,1H3",20,H22,9.42
C50356213,naphthalen-1-ol,"InChI=1S/C10H8O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11H",19,H19,9.44
C62493394,4-[2-(dimethylamino)ethyl]phenol,"InChI=1S/C10H15NO/c1-11(2)8-7-9-3-5-10(12)6-4-9/h3-6,12H,7-8H2,1-2H3",25,H27,9.46
C63289894,4-hydroxy-5-methylhex-3-en-2-one,"InChI=1S/C7H12O2/c1-5(2)7(9)4-6(3)8/h4-5,9H,1-3H3",15,H18,9.46
C1322209,4-phenylphenol,"InChI=1S/C12H10O/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9,13H",25,H23,9.47
C170312104,5-nitro-1H-pyrazol-4-amine,"InChI=1S/C3H4N4O2/c4-2-1-5-6-3(2)7(8)9/h1H,4H2,(H,5,6)",20,H10,9.5
C1190734,N-(2-sulfanylethyl)acetamide,"InChI=1S/C4H9NOS/c1-4(6)5-2-3-7/h7H,2-3H2,1H3,(H,5,6)",25,H16,9.5
C16867031,2-aminopyridin-3-ol,"InChI=1S/C5H6N2O/c6-5-4(8)2-1-3-7-5/h1-3,8H,(H2,6,7)",20,H14,9.5
C98646,4-chlorobenzenesulfonamide,"InChI=1S/C6H6ClNO2S/c7-5-1-3-6(4-2-5)11(8,9)10/h1-4H,(H2,8,9,10)",20,H17,9.5
C1073729,4-methylsulfanylphenol,"InChI=1S/C7H8OS/c1-9-7-4-2-6(8)3-5-7/h2-5,8H,1H3",25,H17,9.5
C5977991,2-anilinoethanethiol,"InChI=1S/C8H11NS/c10-7-6-9-8-4-2-1-3-5-8/h1-5,9-10H,6-7H2",24,H21,9.5
C21239872,"5-benzylsulfanyl-1H-1,2,4-triazole","InChI=1S/C9H9N3S/c1-2-4-8(5-3-1)6-13-9-10-7-11-12-9/h1-5,7H,6H2,(H,10,11,12)",23,H21,9.5
C2443585,9H-fluoren-2-ol,"InChI=1S/C13H10O/c14-11-5-6-13-10(8-11)7-9-3-1-2-4-12(9)13/h1-6,8,14H,7H2",26,H24,9.51
C117013657,"4-chloro-N-(3,4-dichlorophenyl)benzenecarbothioamide","InChI=1S/C13H8Cl3NS/c14-9-3-1-8(2-4-9)13(18)17-10-5-6-11(15)12(16)7-10/h1-7H,(H,17,18)",,H19,9.51
C150196,3-methoxyphenol,"InChI=1S/C7H8O2/c1-9-7-4-2-3-6(8)5-7/h2-5,8H,1H3",25,H17,9.51
C1899941,3-methylbenzenesulfonamide,"InChI=1S/C7H9NO2S/c1-6-3-2-4-7(5-6)11(8,9)10/h2-5H,1H3,(H2,8,9,10)",25,H20,9.51
C26593500,7-methylnaphthalen-2-ol,"InChI=1S/C11H10O/c1-8-2-3-9-4-5-11(12)7-10(9)6-8/h2-7,12H,1H3",25,H22,9.52
C5763440,"4,5,6,6a-tetrahydro-3aH-cyclopenta[c]pyrrole-1,3-dione","InChI=1S/C7H9NO2/c9-6-4-2-1-3-5(4)7(10)8-6/h4-5H,1-3H2,(H,8,9,10)",20,H19,9.53
C62296019,N-(2-nitrophenyl)-3-oxo-3-phenylpropanamide,"InChI=1S/C15H12N2O4/c18-14(11-6-2-1-3-7-11)10-15(19)16-12-8-4-5-9-13(12)17(20)21/h1-9H,10H2,(H,16,19)",30,H23,9.54
C271783,"1H-pyrazolo[3,4-d]pyrimidine","InChI=1S/C5H4N4/c1-4-2-8-9-5(4)7-3-6-1/h1-3H,(H,6,7,8,9)",20,H11,9.54
C580518,3-phenylphenol,"InChI=1S/C12H10O/c13-12-8-4-7-11(9-12)10-5-2-1-3-6-10/h1-9,13H",23,H23,9.59
C29740678,"N-hydroxy-2,2-dimethylpropanamide","InChI=1S/C5H11NO2/c1-5(2,3)4(7)6-8/h8H,1-3H3,(H,6,7)",25,H19,9.59
C26716789,naphthalen-2-ol,"InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H",21,H19,9.6
C80717,2-hydroxy-3-methylcyclopent-2-en-1-one,"InChI=1S/C6H8O2/c1-4-2-3-5(7)6(4)8/h8H,2-3H2,1H3",20,H16,9.6
C1570645,4-chloro-2-methylphenol,"InChI=1S/C7H7ClO/c1-5-4-6(8)2-3-7(5)9/h2-4,9H,1H3",25,H16,9.6
C1125662,4-chloro-3-ethyl-5-methylphenol,"InChI=1S/C9H11ClO/c1-3-7-5-8(11)4-6(2)9(7)10/h4-5,11H,3H2,1-2H3",25,H22,9.6
C6326187,"3,4-dimethylbenzenesulfonamide","InChI=1S/C8H11NO2S/c1-6-3-4-8(5-7(6)2)12(9,10)11/h3-5H,1-2H3,(H2,9,10,11)",25,H23,9.62
C1122094,"3-azabicyclo[3.2.0]heptane-2,4-dione","InChI=1S/C6H7NO2/c8-5-3-1-2-4(3)6(9)7-5/h3-4H,1-2H2,(H,7,8,9)",20,H16,9.63
C859954000,ethyl 2-nitrosopropanoate,"InChI=1S/C5H9NO3/c1-3-9-5(7)4(2)6-8/h4H,3H2,1-2H3",20,H10,9.64
C1192853783,"4-methylsulfanyl-1H-pyrazolo[3,4-d]pyrimidine","InChI=1S/C6H6N4S/c1-11-6-4-2-9-10-5(4)7-3-8-6/h2-3H,1H3,(H,7,8,9,10)",20,H13,9.65
C2937599,"2,6-bis(hydroxymethyl)phenol","InChI=1S/C8H10O3/c9-4-6-2-1-3-7(5-10)8(6)11/h1-3,9-11H,4-5H2",25,H19,9.66
C17338964,"8-methyl-3,7-dihydropurine-2,6-dione","InChI=1S/C6H6N4O2/c1-2-7-3-4(8-2)9-6(12)10-5(3)11/h1H3,(H3,7,8,9,10,11,12)",25,H15,9.7
C1202865506,benzenesulfonamide,"InChI=1S/C6H7NO2S/c7-10(8,9)6-4-2-1-3-5-6/h1-5H,(H2,7,8,9)",20,H17,9.7
C9009625,2-methoxyphenol,"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",25,H17,9.7
C95556,2-aminophenol,"InChI=1S/C6H7NO/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2",23,H15,9.71
